file,ground_share,tunnel_share,off_street,reason,node_id
lothbury/west_to_east/003_n01064_E_L.jpg,0.7034370000000001,0.0,False,,n01064
lothbury/west_to_east/003_n01064_E_R.jpg,0.7544069999999999,0.0,False,,n01064
lothbury/west_to_east/004_n01056_E_L.jpg,0.5154650000000001,0.0,False,,n01056
lothbury/west_to_east/004_n01056_E_R.jpg,0.68048,0.0,False,,n01056
lothbury/west_to_east/005_n01054_E_L.jpg,0.785753,0.0,False,,n01054
lothbury/west_to_east/005_n01054_E_R.jpg,0.622184,0.020352,False,,n01054
lothbury/west_to_east/006_n01063_E_L.jpg,0.501788,0.0,False,,n01063
lothbury/west_to_east/006_n01063_E_R.jpg,0.539934,0.0,False,,n01063
lothbury/west_to_east/007_n01062_E_F.jpg,0.615846,0.0,False,,n01062
lothbury/west_to_east/008_n01061_E_L.jpg,0.6273310000000001,0.0,False,,n01061
lothbury/west_to_east/008_n01061_E_R.jpg,0.6365190000000001,0.0,False,,n01061
lothbury/west_to_east/009_n01060_E_L.jpg,0.746293,0.0,False,,n01060
lothbury/west_to_east/009_n01060_E_R.jpg,0.6142759999999999,0.0,False,,n01060
lothbury/west_to_east/010_n01059_E_L.jpg,0.6645490000000001,0.0,False,,n01059
lothbury/west_to_east/010_n01059_E_R.jpg,0.5452539999999999,0.0,False,,n01059
lothbury/west_to_east/011_n01057_E_L.jpg,0.491541,0.042246,False,,n01057
lothbury/west_to_east/011_n01057_E_R.jpg,0.643116,0.0,False,,n01057
lothbury/west_to_east/012_n01055_E_L.jpg,0.5939949999999999,0.0,False,,n01055
lothbury/west_to_east/012_n01055_E_R.jpg,0.544919,0.0,False,,n01055
